Date,Heading,Article,Category,Paper,Link,City
2016-11-23 22:28:00,Impact of demonetisation hits milk producers too," Milk producers across Mysuru district have not been spared from the impact of demonetisation.
The cooperative milk producers’ societies had been finding it difficult to pay producers once a week or 10 days upon getting payment to their respective bank accounts from the Mysore Milk Union owing to the ceiling fixed on cash withdrawal.
Since the withdrawal limit a week had been fixed at Rs. 24,000, the societies have been unable to withdraw sufficient cash to pay milk producers registered under it.
The producers’ are either given part payment or their consent taken to transfer money to their accounts if they don’t need the money immediately.
Though almost all the milk producers have bank accounts since the government subsidy of Rs. 4 a litre was directly credited to their accounts, the producers mostly prefer cash payments owing to limited banking facility.
Sources at the Mysuru Milk Union told The Hindu that the societies had been asked to manage the crisis locally and credit the producers’ payment to their accounts henceforth.
“Milk producers have been affected by the cash crisis. Each society gets at least Rs. 1 lakh a week as payment towards milk supply to the union. With the withdrawal limit being Rs. 24,000 a week, it is difficult to make payments to all,” the sources said.
About 89,580 milk producers are registered with the Mysuru union, which procures milk from them daily through the milk producers’ cooperative societies. Mysuru district alone has over 950 cooperative milk producers’ societies.
The union’s current daily milk procurement stands at 6.5 lakh litres. Production had been affected owing to drought and scarcity of fodder.
An officer at the Mysore Milk Union said that around Rs. 7 crore was paid to producers through their respective societies once a week or within 10 days. “By and large, cash transactions had been most preferred by the producers as many are averse to visiting banks for deposits or withdrawals. The currency crisis and restrictions in withdrawal for farmers’ cooperatives are being managed locally,” he said.",Karnataka,The Hindu,http://www.thehindu.com/news/national/karnataka/Impact-of-demonetisation-hits-milk-producers-too/article16689257.ece,MYSURU
2016-11-23 17:10:00,Demonetisation likely to rob sheen off Kannada Sahitya Sammelan ," Demonetisation of Rs. 500 and Rs. 1000 notes is likely to affect 82nd Akhila Bharata Kannada Sahitya Sammelan scheduled to be held in the first week of December in Raichur in more than one way. As per well-placed sources closely associated with the organisation of the literary event, the target of mobilising Rs. 2 crore from local sources cannot be met as the potential donors - businessmen, rice mill owners, traders and alike – themselves are in financial trouble.
“Businessmen usually donate in cash as they have huge unaccounted money which is normally in the form of Rs. 500 and Rs. 1000 notes. With the demonetisation of these high value notes, they are unable to make donations. They are not so generous to donate their accounted money through cheques and electronic transfer. The major source of fund mobilisation has thus dried up with the demonetisation,” an organiser associated with the Sammelana activities said.
Sasikanth S. Senthil, Deputy Commissioner of Raichur, who looks after financial matters, is confident of organising the literary event with the funds provided by the State government. He is of the opinion that Rs. 4 crore that the government has allocated for the event is a “decent amount” for neat conduct of the event. Considering the demonetisation and resultant crunch of fund mobilisation, he has approached the potential donors appealing to them to offer their contributions in the form of goods and services required for the event instead of cash donations.
“Hundreds of hotel rooms have been booked for providing accommodation to guests. In a normal condition, we would have collected donations and pay for the rooms. Now, upon our request in view of demonetisation, the hotel owners have agreed to provide rooms free of cost. Similarly, several other responsibilities and tasks that require money are being entrusted to many people,” Mr. Senthil told The Hindu.
Vishnukanth Budadi of Shilpa Medicare Limited and Raichur Rice Millers Association have similarly agreed to provide food to guests and general public for three days, Mahantesh Maski, former district president of the Kannada Sahitya Parishat said.
In order to manage with limited financial resources, the organising committee is planning drop many proposals to cut costs. “We will have to use the funds judiciously. We will put money on unavoidable expenditure such as erecting stage and cultural teams. We may have to avoid providing jackets to mediapersons and other such expenditures,” Mr. Senthil said.
Using the surplus money after the Sammelana, a Kannada Bhavana is normally built for the parishat at the town where sahitya sammelan is organised. But this time, the organisers are not sure that they can save some money for purpose. ",Karnataka,The Hindu,http://www.thehindu.com/news/national/karnataka/Demonetisation-likely-to-rob-sheen-off-Kannada-Sahitya-Sammelan/article16687866.ece,RAICHUR
2016-11-23 00:53:00,CPI(M) members protest against demonetisation," Members of the Communist Party of India (Marxist) staged a demonstration in front of the State Bank of India, the Lead Bank of Kalaburagi district, here on Tuesday to protest against Union government’s decision to demonetise Rs. 1,000 and Rs. 500 notes.
CPI(M) district secretary Sharanabasappa Mamshetty, in a memorandum addressed to Prime Minister Narendra Modi, demanded that Rs. 1,000 and Rs. 500 notes be allowed in transactions up to December 31 till alternative arrangements were in place. 
He urged the government to accept the decision taken at the CPI(M) politburo meeting, led by the Kerala and Tripura governments, and to allow for the transaction of high-value currency till December 31.
“The common man has been largely affected with the Union government’s decision to demonetise high-value currency. This drive was implemented without proper planning. The government could have brought in structural reforms through tax administration to unearth black money hoarders,” Mr. Mamshetty said and added that that the government had opened the doors to allow for the doubling of corruption by introducing Rs. 2000 notes.",Karnataka,The Hindu,http://www.thehindu.com/news/national/karnataka/CPIM-members-protest-against-demonetisation/article16684082.ece,KALABURAGI
2016-11-23 00:50:00,Hospital to accept demonetisednotes for medical services," To help needy patients to overcome the effect of demonetisation on getting medical treatment, Arunodaya Hospital at Havambhavi here has decided to accept the demonetised Rs. 500 and Rs. 1,000 currency up to December 31, 2016 and provide medical treatment on credit in emergency cases and for major orthopaedic surgeries.
Satish Kandula, orthopaedic surgeon and director of the hospital, told presspersons here on Monday that people were finding it difficult in getting medical and surgical emergency services with the demonetised notes. 
“Considering their plight, we have decided to extend emergency medical services for orthopaedics, trauma, spine surgery and joint replacement for payments in old currency up to December 31. In addition, our hospital has decided to provide credit facility for patients for these medical services up to March 2017 by which time things (flow of new currency) would have stabilised,” he said.
He also made it clear that credit facility was only for emergency and major surgical services connected with orthopaedics and not for out-patients and other sections.",Karnataka,The Hindu,http://www.thehindu.com/news/national/karnataka/Hospital-to-accept-demonetisednotes-for-medical-services/article16684041.ece,BALLARI
2016-11-23 00:00:00,Steel flyover vs. demonetisation,"The Legislative Assembly on Tuesday saw the Opposition BJP and the Congress choosing steel flyover and demonetisation issues, respectively, to politically outsmart each other.
Irked over BJP member C.T. Ravi’s remarks that the government has given more attention to construction of the controversial steel flyover in Bengaluru and paid only a lip service to drought in villages, the Congress members raised the issue of demonetisation.
Participating in the discussion on drought and drinking water problem, Mr. Ravi remarked: “Let the government build a steel or silver flyover when there is abundance wealth. But now, more than three-fourths of the taluks in the State have been declared drought-hit and there is no need to spend on construction of the flyover.”
Congress members countered by saying that farmers have not been able to withdraw money from their accounts and purchase seeds and other inputs owing to demonetisation. The Centre was more responsible for sufferings of rural people, said Bengaluru Development Minister K.J. George and Transport Minister Ramalinga Reddy. This resulted in a heated exchange of words between the Congress and the BJP members.
Earlier, Opposition JD (S) members sought permission to discuss the impact of demonetisation on District Credit Co-operative Banks through an adjournment motion. When the Speaker asked them to wait till the completion of discussion on drought, JD(S) members trooped into the well of the House and commenced a dharna leading to adjournment of the House for some time.",Karnataka,The Hindu,http://www.thehindu.com/news/national/karnataka/Steel-flyover-vs.-demonetisation/article16722625.ece,BELAGAVI
2016-11-23 00:00:00,Hospital to accept demonetised notes for medical services,"To help needy patients to overcome the effect of demonetisation on getting medical treatment, Arunodaya Hospital at Havambhavi here has decided to accept the demonetised Rs. 500 and Rs. 1,000 currency up to December 31, 2016 and provide medical treatment on credit in emergency cases and for major orthopaedic surgeries.
Satish Kandula, orthopaedic surgeon and director of the hospital, told presspersons here on Monday that people were finding it difficult in getting medical and surgical emergency services with the demonetised notes.
“Considering their plight, we have decided to extend emergency medical services for orthopaedics, trauma, spine surgery and joint replacement for payments in old currency up to December 31. In addition, our hospital has decided to provide credit facility for patients for these medical services up to March 2017 by which time things (flow of new currency) would have stabilised,” he said.
He also made it clear that credit facility was only for emergency and major surgical services connected with orthopaedics and not for out-patients and other sections.",Karnataka,The Hindu,http://www.thehindu.com/news/national/karnataka/Hospital-to-accept-demonetised-notes-for-medical-services/article16722579.ece,BALLARI
2016-11-23 00:00:00,Demonetisation: Udupi Co-ops. Union to approach High Court,"The Udupi District Co-operatives Union on Tuesday decided to approach the High Court of Karnataka on the issue of reduced cash inflow to cooperative societies in the district due to the Union government’s move to demonetise Rs. 500 and Rs. 1,000 notes.
Jayakar Shetty Indralli, director of the union, said that all the members of the union had agreed to approach the High Court on this issue as they had exhausted all other options.
Earlier, addressing a meeting of the office-bearers of all co-operative societies of the district, Kishan Hegde Kolkebail, president of the Udupi District Co-operatives Union Ltd., said that the co-operative societies were choking due to the Union government’s demonetisation move.
The co-operatives union was not against the demonetisation move. But this had reduced the cash inflow at cooperative societies drastically and it had become difficult for them to carry out their day-to-day business. The cash inflow to the societies was just 0.9 per cent.
After the government demonetised Rs. 500 and Rs. 1,000 notes on November 8, the union had directed all co-operative societies not to accept these denomination notes for either deposits or loan repayment. With the result, most of the business of the societies had come to a standstill.
The constant change of guidelines by the Reserve Bank of India (RBI) on acceptance of currency notes had created an atmosphere of confusion. There were 53 agricultural credit co-operative societies and 253 credit co-operative societies in the district with over 3.75 lakh members.
Most of the activities of the credit co-operative societies were concentrated in the rural areas. The societies were not able to provide services to the rural people after the demonetisation move. As money in circulation had gone down, loan repayment too was affected.
For the last 12 days, it had become difficult for the societies to either provide money from the deposit-holders’ savings accounts. The District Co-operatives Union had approached both the Union and State governments and written several letters to them about the reduced cash inflow, but these attempts had not yielded any fruit. “All co-operative societies have enough funds to repay the depositors and there has been no Income Tax raids on any of the cooperative societies in the district. People should not get taken in by rumours,” Mr. Kolkebail said.
S.K. Manjunath, Gopikrishna Rao, Chandrashekhar Shetty and Y. Sudhir Kumar, directors of the union, were present.",Karnataka,The Hindu,http://www.thehindu.com/news/national/karnataka/Demonetisation-Udupi-Co-ops.-Union-to-approach-High-Court/article16722461.ece,Udupi
2016-11-23 00:00:00,CPI(M) members criticise Union government over demonetisation,"Members of the Communist Party of India (Marxist) staged a demonstration in front of the State Bank of India, the Lead Bank of Kalaburagi district, here on Tuesday to protest against Union government’s decision to demonetise Rs. 1,000 and Rs. 500 notes.
CPI(M) district secretary Sharanabasappa Mamshetty, in a memorandum addressed to Prime Minister Narendra Modi, demanded that Rs. 1,000 and Rs. 500 notes are allowed in transactions up to December 31 till alternative arrangements were in place.
He urged the government to accept the decision taken at the CPI(M) politburo meeting, led by the Kerala and Tripura governments, and to allow for the transaction of high-value currency till December 31.
“The common man has been largely affected with the Union government’s decision to demonetise high-value currency. This drive was implemented without proper planning. The government could have brought in structural reforms through tax administration to unearth black money hoarders,” Mr. Mamshetty said and added that that the government had opened the doors to allow for the doubling of corruption by introducing Rs. 2000 notes.",Karnataka,The Hindu,http://www.thehindu.com/news/national/karnataka/CPIM-members-criticise-Union-government-over-demonetisation/article16722563.ece,KALABURAGI
2016-11-23 01:01:00,Demonetisation leaves construction workers jobless ,"A fallout of demonetisation is that construction industry has come to a grinding halt and labourers find the going tough. 
The Golden Jubilee Pillar roundabout in Tiruvannamalai is a labour shandy of sorts. Hundreds of construction workers from in and around Tiruvannamalai throng the place to be picked up by employers. In the morning, the place would be humming with activity. The spot popularly referred to as ‘park’ by construction workers these days wears a gloomy look with labourers anxiously waiting to be hired. 
Murugan, a mason from Kilipattu village, says, “I had no work all through last week. Somehow, I need to run my family. I accepted an old Rs.500 note. But I cannot stand the whole day in front of the bank to change it. Hence, I gave it to a shopkeeper. He agreed to take it on the condition that I purchase provisions for at least Rs.200. I had no option but to agree. I cannot blame it on either contractors or people, who construct buildings since they themselves have no money,” he said.
Jayavel, also a mason, said only 20 out of hundred workers who turn up in the park get work. Several ongoing construction works were suspended, he says. 
Nehru, state president of Tamil Maanila Kattida Thozhilalar Sangam, based in Tiruvannamalai, a labour contractor, says he normally employed 50-60 labours a day at different project sites. But now he could hardly employ 10 per cent of them. 
“Almost all the projects I have been involved in have been completely suspended. As far as construction of houses is concerned, house owners could not mobilise money in smaller currencies. We need to give wages in cash and no other form is acceptable to labours. It became impossible to buy materials with little cash to spare,” he added.
Hardware and cement shops too face a slump. Subashchandrabose, proprietor of a hardware shop, said that they virtually had no business ever since the demonetisation was launched. “We get only a little fraction of our original business, that too in small volumes. People are ready to buy only if we accept old Rs.1,000 and Rs.500 notes. We don’t how long we can manage. We need to pay labourers, rent, electricity etc. It has definitely affected businessmen, workers and contractors”.
M. Srinivasan, another merchant selling cement, hardware and paints said, “Eighty per cent of business has gone. Nobody wants to start new construction. Ongoing works continue only in pockets. The sales has slumped drastically”. ",Tamil Nadu,The Hindu,http://www.thehindu.com/news/national/tamil-nadu/Demonetisation-leaves-construction-workers-jobless/article16684258.ece,Tiruvannamalai 
2016-11-23 00:00:00,Tackling demonetisation,"Since the announcement of demonetisation of Rs. 500 and Rs. 1,000 notes, commercial establishments, retail outlets, and small-scale vendors are looking at various options for customers to make payments without any hindrance.
Several options that are becoming popular are online transfer, pre-paid cards, use of credit or debit cards and mobile wallets. Banks are promoting their online and mobile banking facilities. Be it cab drivers or roadside vendors, many are starting to explore these options as they face shortage of cash, especially of smaller denominations.
However, customers who need cash for daily purchases and payments are finding it difficult to withdraw the required money as ATMs are not operating in most places and banks are unable to meet the entire fund requirement of the customers who want to withdraw cash.
In an effort to help the public locate the nearest ATMs with cash, several crowd sourced tools have been introduced. cashnocash.com is one such popular tool. When the pincode is typed by a user, it lists the nearby ATMs and also says whether these have cash or not. The users can update the site based on their experience at the ATM.
Another is ATMBot, developed by Coimbatore-based start-up Timebender Technologies. Within 48 years of launch, 6,000 customers were served and so far about 15,000. In this too, the information is crowd-sourced.
The users withdraw cash and click a button on ATMBot, a web robot that runs inside Facebook’s messenger, to say whether the ATM had cash or not. The data is real-time, says its CEO Abishek.
(Reporting by
M. Soundariya Preetha)",Tamil Nadu,The Hindu,http://www.thehindu.com/news/national/tamil-nadu/Tackling-demonetisation/article16722292.ece,
2016-11-23 00:00:00,Demonetisation drive leaves construction workers jobless,"A fallout of demonetisation is that construction industry has come to a grinding halt and labourers find the going tough.
The Golden Jubilee Pillar roundabout in Tiruvannamalai is a labour shandy of sorts. Hundreds of construction workers from in and around Tiruvannamalai throng the place to be picked up by employers. In the morning, the place would be humming with activity.
The spot popularly referred to as ‘park’ by construction workers these days wears a gloomy look with labourers anxiously waiting to be hired.
Murugan, a mason from Kilipattu village, says, “I had no work all through last week. Somehow, I need to run my family. I accepted an old Rs.500 note. But I cannot stand the whole day in front of the bank to change it. Hence, I gave it to a shopkeeper. He agreed to take it on the condition that I purchase provisions for at least Rs.200. I had no option but to agree. I cannot blame it on either contractors or people, who construct buildings since they themselves have no money,” he said.
Jayavel, also a mason, said only 20 out of hundred workers who turn up in the park get work. Several ongoing construction works were suspended, he says.
Nehru, state president of Tamil Maanila Kattida Thozhilalar Sangam, based in Tiruvannamalai, a labour contractor, says he normally employed 50-60 labours a day at different project sites. But now he could hardly employ 10 per cent of them.
“Almost all the projects I have been involved in have been completely suspended. As far as construction of houses is concerned, house owners could not mobilise money in smaller currencies. We need to give wages in cash and no other form is acceptable to labours. It became impossible to buy materials with little cash to spare,” he added.
Hardware and cement shops too face a slump. Subashchandrabose, proprietor of a hardware shop, said that they virtually had no business ever since the demonetisation was launched. “We get only a little fraction of our original business, that too in small volumes. People are ready to buy only if we accept old Rs.1,000 and Rs.500 notes. We don’t how long we can manage. We need to pay labourers, rent, electricity etc. It has definitely affected businessmen, workers and contractors”.
M. Srinivasan, another merchant selling cement, hardware and paints said, “Eighty per cent of business has gone. Nobody wants to start new construction. Ongoing works continue only in pockets. The sales has slumped drastically”.",Tamil Nadu,The Hindu,http://www.thehindu.com/news/national/tamil-nadu/Demonetisation-drive-leaves-construction-workers-jobless/article16722805.ece,Tiruvannamalai
2016-11-23 00:00:00,Demonetisation: team to evaluate effect,"Tirupur: A group of three officials designated by Union Government is all set to carry out a comprehensive evaluation of the monetary situation in the district very shortly in an attempt to understand the impact of demonetisation on various segments of society.
Official sources told The Hindu that the team members would hold discussion with bank officials, District Collector, officials of various departments and people from various walks of life to get a feedback on the situation from five different angles.
The special team officials would initially check the currency availability in bank branches and ATMs across the district and the facilities set up at banks for withdrawal, deposit and exchange of currency notes.
Already, widespread complaints were there from the industrial clusters across the district about the lack of adequate currencies in the ATMs with many of the machines remaining non-operational for long time.
Even the ATM situated next door to the Lead Bank office in Tirupur Collectorate has not been opened for the past few days due to the non-availability of currencies especially in the denomination of Rs 100. The team members would then examine whether the calibration of the ATMs to dispense Rs. 2,000 and the new Rs. 500 currency notes was going at the desired pace.
The impact of demonetisation on households, industrial and informal sectors, transportation, farmers and daily wage earners would be studied separately.
A report will be submitted to the government on the situation, sources said.",Tamil Nadu,The Hindu,http://www.thehindu.com/news/national/tamil-nadu/Demonetisation-team-to-evaluate-effect/article16722295.ece,
2016-11-23 00:00:00,Hoarders ‘cash’ in on demonetisation,"Black money hoarders in Adilabad seem to be posing an additional problem for bankers, that of weeding out the pre-2005 currency notes from the demonetised Rs. 500 and Rs. 1,000. They are trying to take advantage of the current system and slipping the pre-2005 notes, which were banned by the Reserve Bank of India in 2014, aiming to exchange them for legal tender.
The issue has been noticed by bankers here, but nothing much is being done about it as they are under tremendous pressure owing to demonetisation. They are, however, able to weed out such currency thanks to the note counting machines which are programmed to detect the silver thread pieces printed before 2005.
The chief cashier at State Bank of Hyderabad, Adilabad main branch, K. Dharmender, singled out one note when an individual came to him to exchange demonetised notes. “This has ceased to be legal tender since long,” he admonished the person on Saturday.
A few days earlier, the staff at Andhra Bank in the town found an individual trying to deposit a few Rs. 500 notes which were banned by the Reserve Bank of India in 2014. Some of the staff members took strong objection to it .
In another instance which took place four days back, the note counting machine at Indian Bank beeped furiously as it detected pieces of lapsed currency notes in a bundle which was submitted by a seed dealer to be deposited in his account.
The dealer, who swore the money was given to him by farmers, ended up poorer by Rs. 4,500 as the machine refused to accept 7 of the Rs. 500 notes and one of the Rs. 1,000 bill as they belonged to the series which were banned two years back and can now be exchanged only at the RBI.
According to bankers, the number of older banned notes is much smaller where an individual is concerned, but considerably higher when big business houses or industrialists come into play. Though the old money left with hoarders cannot be quantified at this stage, it is being assumed that they were left with huge stockpiles of the silver thread currency having failed to exchange in the earlier instance, they point out.
The cotton market in Adilabad is an ideal place to launder even the older scrapped currency notes as farmers are being paid in Rs. 500 and Rs. 1,000 notes.",Telangana,The Hindu,http://www.thehindu.com/news/national/telangana/Hoarders-%E2%80%98cash%E2%80%99-in-on-demonetisation/article16722390.ece,ADILABAD
2016-11-23 09:00:00,Demonetisation: team to evaluate effect,"Tirupur: A group of three officials designated by Union Government is all set to carry out a comprehensive evaluation of the monetary situation in the district very shortly in an attempt to understand the impact of demonetisation on various segments of society. 
Official sources told The Hindu that the team members would hold discussion with bank officials, District Collector, officials of various departments and people from various walks of life to get a feedback on the situation from five different angles. 
The special team officials would initially check the currency availability in bank branches and ATMs across the district and the facilities set up at banks for withdrawal, deposit and exchange of currency notes. 
Already, widespread complaints were there from the industrial clusters across the district about the lack of adequate currencies in the ATMs with many of the machines remaining non-operational for long time. 
Even the ATM situated next door to the Lead Bank office in Tirupur Collectorate has not been opened for the past few days due to the non-availability of currencies especially in the denomination of Rs 100. The team members would then examine whether the calibration of the ATMs to dispense Rs. 2,000 and the new Rs. 500 currency notes was going at the desired pace. 
The impact of demonetisation on households, industrial and informal sectors, transportation, farmers and daily wage earners would be studied separately. 
A report will be submitted to the government on the situation, sources said. ",Coimbatore,The Hindu,http://www.thehindu.com/news/cities/Coimbatore/Demonetisation-team-to-evaluate-effect/article16686249.ece,
2016-11-23 00:00:00,‘BJP wins mandate on demonetisation’,"The BJP on Tuesday won the by-poll to Lakhimpur Lok Sabha and Baithalangso Assembly seats in Assam defeating Congress, its nearest rival.
Party candidate Pradan Barua won the Lakhaimpur LS seat by a margin of 1,90,219 votes defeating his nearest rival Congress’s Hema Prasanga Pegu by a convincing 1,90,219 votes, the returning officer said.
BJP retained the seat, which was earlier held by Chief Minister Sarbananda Sonowal who quit it to contest the Majuli assembly seat in April this year and take on the reins of the state.
Mansing Rongpi won the Baithalangso Assembly seat. While he retained the seat, BJP won the seat as the contestant had resigned from Congress to join it in July which necessitated the by—poll this year.
Rongpi defeated his nearest Congress rival Ruponsing Ronghang by 16,600 votes. Rongpi garnered 72,160 votes, while Ronghang polled 55,560 votes, said the returning officer.
Meanwhile, Mr Sonowal termed the BJP’s win as the “mandate” of Prime Minister Narendra Modi’s decision to demonetise the Rs 1,000 and Rs 500 notes.
“BJP’s victory in by-polls is a clear indication that people are fully supporting the decision to demonetise Rs 1,000 and Rs 500 notes. It is people’s mandate for the Prime Minister’s decision of demonetisation,” he told reporters here.
The Chief Minister said people responded overwhelmingly in support of Modi’s call for eradicating black money and a clear indication that the BJP-led governments at the Centre and Assam were performing well.
The BJP has won the recently held by-polls in Lakhimpur Lok Sabha constituency and Baithalangshu Assembly seat.
Sonowal met the Prime Minister and appealed him to ensure monitoring of construction of fencing along the Indo-Bangladesh border through Army for speedy completion.
The Chief Minister also discussed with the Prime Minister a spectrum of issues ranging from demonetisation to law and order situation in Assam. He apprised Mr Modi of different steps the State government has taken with the help of the Reserve Bank of India to facilitate smooth flow of new currency notes in every nook and corner of the state in the wake of demonetisation of high currency notes. - PTI",Delhi,The Hindu,http://www.thehindu.com/news/cities/Delhi/%E2%80%98BJP-wins-mandate-on-demonetisation%E2%80%99/article16722513.ece,Lakhimpur/Boithalangso
2016-11-23 01:16:00,‘Daily labourers hardest hit by demonetisation’," Daily-wage labourers have been hit the hardest by the Centre’s decision to demonetise the Rs. 500 and Rs. 1,000 currency notes, as workers are not able to find work or are not being paid on time, said Ramon Magsaysay award winner Bezwada Wilson on Wednesday. 
Mr. Wilson said that no one is employing daily-wage labourers and other Safai-Karmachari (manual scavengers) who have been rehabilitated in the recent past. “Some of them who have become vegetable sellers are not seeing a huge dip in their business due to loss of customers. People who have money now either buy things online or prefer to use cash for other things,” he noted. 
Dalits real sufferers
Mr. Wilson was in Hyderabad to address prison officials as part of a guest lecture at the Chanchalguda Central Jail. “The real sufferers of demonetisation are the poorest and the most marginalised like Dalits. Their lives have collapsed as people are getting a chance to tell them no and deny their daily earnings,” he asserted.
On manual-scavenging, Mr. Wilson said that though the Supreme Court had passed an order in 2014 to all State Governments to pay Rs. 10 lakh to families of people who died while working in sewers, only a few States had paid the amount so far. “Punjab has paid some families the amount. Recently, the Tamil Nadu Government told the Supreme Court that it cannot pay the amount, but finally agreed,” he added. 
Biodegradable toilets
He also said that the Indian Railways was the biggest employer of manual-scavengers, as a majority of the rain coaches still do not have biodegradable toilets. “About 500 coaches are being fitted with those toilets each year. There are about 1,70,000 train coaches currently. So fitting 500 of them a year will take many years to finish the task,” he pointed out.",Hyderabad,The Hindu,http://www.thehindu.com/news/cities/Hyderabad/%E2%80%98Daily-labourers-hardest-hit-by-demonetisation%E2%80%99/article16684380.ece,HYDERABAD
2016-11-23 00:00:00,‘Daily labourers hardest hit by demonetisation’,"Daily-wage labourers have been hit the hardest by the Centre’s decision to demonetise the Rs. 500 and Rs. 1,000 currency notes, as workers are not able to find work or are not being paid on time, said Ramon Magsaysay award winner Bezwada Wilson on Wednesday.
Mr. Wilson said that no one is employing daily-wage labourers and other Safai-Karmachari (manual scavengers) who have been rehabilitated in the recent past. “Some of them who have become vegetable sellers are not seeing a huge dip in their business due to loss of customers. People who have money now either buy things online or prefer to use cash for other things,” he noted.

Dalits real sufferers

Mr. Wilson was in Hyderabad to address prison officials as part of a guest lecture at the Chanchalguda Central Jail. “The real sufferers of demonetisation are the poorest and the most marginalised like Dalits. Their lives have collapsed as people are getting a chance to tell them no and deny their daily earnings,” he asserted.
On manual-scavenging, Mr. Wilson said that though the Supreme Court had passed an order in 2014 to all State Governments to pay Rs. 10 lakh to families of people who died while working in sewers, only a few States had paid the amount so far. “Punjab has paid some families the amount. Recently, the Tamil Nadu Government told the Supreme Court that it cannot pay the amount, but finally agreed,” he added.

Biodegradable toilets

He also said that the Indian Railways was the biggest employer of manual-scavengers, as a majority of the rain coaches still do not have biodegradable toilets. “About 500 coaches are being fitted with those toilets each year. There are about 1,70,000 train coaches currently. So fitting 500 of them a year will take many years to finish the task,” he pointed out.",Hyderabad,The Hindu,http://www.thehindu.com/news/cities/Hyderabad/%E2%80%98Daily-labourers-hardest-hit-by-demonetisation%E2%80%99/article16722636.ece,HYDERABAD
2016-11-23 00:00:00,YSRC wants TDP to take responsibility for demonetisation chaos,": The YSR Congress has demanded that Andhra Pradesh Chief Minister N. Chandrababu Naidu own up the responsibility for the chaos created due to demonetisation and pull out from the NDA coalition instead of making efforts to appease the people.
Since the TDP happens to be a part of the NDA coalition, it owns responsibility for the sorry state of affairs. The Chief Minister and his Cabinet colleagues have no moral right to speak about demonetisation till steps are initiated to mitigate the suffering of the people, party spokesman Ambati Rambabu said.
The TDP took the credit for demonetisation claiming that Mr. Naidu had advised Prime Minister Narendra Modi on pulling out of the higher denomination notes. The party was trying to shift the blame to the Centre after the move backfired resulting in huge public outcry. “There is no point in criticising the Centre as long as the TDP continues to be an alliance partner of the NDA. It has to take the blame equally,” he said.
Referring to the alleged sale of shares of Heritage Group owned by Mr. Naidu’s family ahead of the announcement on demonetisation, he faulted Agriculture Minister P. Pulla Rao for trying to defend the move.
The Minister was speaking like spokesperson of the company or else how could anyone justify the significant rise in share price of the company in just two and a half years, he asked.",Hyderabad,The Hindu,http://www.thehindu.com/news/cities/Hyderabad/YSRC-wants-TDP-to-take-responsibility-for-demonetisation-chaos/article16722389.ece,HYDERABAD
2016-11-23 00:00:00,"Post-demonetisation, marriage a knotty affair","Marriages at the time of demonetisation, marked by cash crunch and restriction on withdrawals from banks, are presenting hard times to families in the State.
Arun V. John, a young banker, is nervous as his marriage is drawing closer.
With just four more days for the wedding, it is the clearing of bills of the ceremony that worries him the most.
Though he had completed all major purchases earlier, he is struggling to raise funds to meet the expenses related to the wedding reception.
Meeting the bills of the caterer, the local guy who has erected shamiana, and at cake shop will be a tough call as their payments have to be made in cash, he said.
Similarly, V.K. Prasad, a former banker, whose daughter is getting married next week, is in a dilemma.
“The Reserve Bank of India’s condition that only one party in a marriage can withdraw Rs. 2.5 lakh from the bank has put me in a fix. If I withdraw money as suggested by the bank, it will inconvenience the bridegroom’s family,” said a worried Mr. Prasad. “One needs cash for meeting minor marriage expenses such as painting, home maintenance, and small purchases where online transactions are not possible,” he said.
The conditions would hit hard those who have raised loans and the amount had been transferred to their bank accounts after November 8, the day demonetisation was announced, he said.
Though most of the upmarket marriage halls in Ernakulam accept online payments, it is not the case with most of the medium-sized halls where payments are settled in cash.
At Pranavam Hall at Vennala, a medium-sized auditorium, all the bills have to be settled in cash.
The rent will come to Rs. 35,000, and another Rs. 10,000 has to be paid as tax. The setting up of the mandapam and stage decoration will cost Rs. 25,000 and Rs. 5,000 has to be paid for cleaning the hall, all in cash, explained manager K. Hariads. In some cases, cash cheques are accepted towards the booking charges, he said.
Nandini Menon, whose daughter is getting married on the first week of December, had planned the events well in advance before the financial crisis hit the market. However, the crisis caught hold of her when she went to collect the wedding dresses from the tailor.
“With currency of lesser denominations unavailable, I could not make the payment at the tailoring shop, and took the stitched clothes on credit,” she explained.",Kochi,The Hindu,http://www.thehindu.com/news/cities/Kochi/Post-demonetisation-marriage-a-knotty-affair/article16722732.ece,KOCHI
2016-11-23 00:00:00,Demonetisation: CPI (M) stages dharna near RBI,"The CPI(M) Greater Hyderabad City Committee has organised a demonstration on Tuesday in front of the regional Reserve Bank of India office at Saifabad, demanding easing of the currency situation in the country post demonetisation.
In a memorandum submitted to the RBI Regional Director, the party said the demonetisation move has adversely affected a large section of population including small businessmen, small and medium entrepreneurs, artisans, daily wage labourers, roadside vendors, wage earners, and pensioners. They are unable to withdraw their own money sufficiently for meeting their daily requirements.",Hyderabad,The Hindu,http://www.thehindu.com/news/cities/Hyderabad/Demonetisation-CPI-M-stages-dharna-near-RBI/article16722386.ece,HYDERABAD
